"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22","X2021.02.23","X2021.02.24","X2021.02.25","X2021.02.26","X2021.02.27","X2021.02.28","X2021.03.01","X2021.03.02","X2021.03.03","X2021.03.04","X2021.03.05","X2021.03.06","X2021.03.07","X2021.03.08","X2021.03.09","X2021.03.10","X2021.03.11","X2021.03.12","X2021.03.13","X2021.03.14","X2021.03.15","X2021.03.16","X2021.03.17","X2021.03.18","X2021.03.19","X2021.03.20","X2021.03.21","X2021.03.22","X2021.03.23","X2021.03.24","X2021.03.25","X2021.03.26","X2021.03.27","X2021.03.28","X2021.03.29","X2021.03.30","X2021.03.31","X2021.04.01","X2021.04.02","X2021.04.03","X2021.04.04","X2021.04.05","X2021.04.06","X2021.04.07","X2021.04.08","X2021.04.09","X2021.04.10","X2021.04.11","X2021.04.12","X2021.04.13","X2021.04.14","X2021.04.15","X2021.04.16","X2021.04.17","X2021.04.18","X2021.04.19","X2021.04.20","X2021.04.21","X2021.04.22","X2021.04.23","X2021.04.24","X2021.04.25","X2021.04.26","X2021.04.27","X2021.04.28","X2021.04.29","X2021.04.30","X2021.05.01","X2021.05.02","X2021.05.03","X2021.05.04","X2021.05.05","X2021.05.06","X2021.05.07","X2021.05.08","X2021.05.09","X2021.05.10","X2021.05.11","X2021.05.12","X2021.05.13","X2021.05.14","X2021.05.15","X2021.05.16","X2021.05.17","X2021.05.18","X2021.05.19","X2021.05.20","X2021.05.21","X2021.05.22","X2021.05.23","X2021.05.24","X2021.05.25","X2021.05.26","X2021.05.27","X2021.05.28","X2021.05.29","X2021.05.30","X2021.05.31","X2021.06.01","X2021.06.02","X2021.06.03","X2021.06.04","X2021.06.05","X2021.06.06","X2021.06.07","X2021.06.08","X2021.06.09","X2021.06.10","X2021.06.11","X2021.06.12","X2021.06.13","X2021.06.14","X2021.06.15","X2021.06.16","X2021.06.17","X2021.06.18","X2021.06.19","X2021.06.20","X2021.06.21","X2021.06.22","X2021.06.23","X2021.06.24","X2021.06.25","X2021.06.26","X2021.06.27","X2021.06.28","X2021.06.29","X2021.06.30","X2021.07.01","X2021.07.02","X2021.07.03","X2021.07.04","X2021.07.05","X2021.07.06","X2021.07.07","X2021.07.08","X2021.07.09","X2021.07.10","X2021.07.11","X2021.07.12","X2021.07.13","X2021.07.14","X2021.07.15","X2021.07.16","X2021.07.17","X2021.07.18","X2021.07.19","X2021.07.20","X2021.07.21","X2021.07.22","X2021.07.23","X2021.07.24","X2021.07.25","X2021.07.26","X2021.07.27","X2021.07.28","X2021.07.29","X2021.07.30","X2021.07.31","X2021.08.01","X2021.08.02","X2021.08.03","X2021.08.04","X2021.08.05","X2021.08.06","X2021.08.07","X2021.08.08","X2021.08.09","X2021.08.10","X2021.08.11","X2021.08.12","X2021.08.13","X2021.08.14","X2021.08.15","X2021.08.16","X2021.08.17","X2021.08.18","X2021.08.19","X2021.08.20","X2021.08.21","X2021.08.22","X2021.08.23","X2021.08.24","X2021.08.25","X2021.08.26","X2021.08.27","X2021.08.28","X2021.08.29","X2021.08.30","X2021.08.31","X2021.09.01","X2021.09.02","X2021.09.03","X2021.09.04","X2021.09.05","X2021.09.06","X2021.09.07","X2021.09.08","X2021.09.09","X2021.09.10","X2021.09.11","X2021.09.12","X2021.09.13","X2021.09.14","X2021.09.15","X2021.09.16","X2021.09.17","X2021.09.18","X2021.09.19","X2021.09.20","X2021.09.21","X2021.09.22","X2021.09.23","X2021.09.24","X2021.09.25","X2021.09.26","X2021.09.27","X2021.09.28","X2021.09.29"
"2199","county","Beaverhead County","driving","","Montana","United States",100,68.66,74.35,76.05,101.9,90.72,81.54,88.72,82.04,67.76,76.55,82.04,88.62,66.37,73.95,66.67,64.37,85.23,82.53,85.73,69.76,68.96,63.27,56.39,71.66,102.59,78.54,79.84,71.36,67.56,64.27,86.73,106.09,110.08,96.41,96.11,75.65,77.84,78.94,83.03,96.01,81.64,74.35,83.43,78.04,90.72,124.75,111.48,100.9,78.34,84.53,84.73,92.81,113.77,101.4,87.72,85.43,69.36,90.12,88.82,107.39,94.51,101.4,123.65,111.38,130.04,119.26,126.45,106.89,100.4,70.16,62.48,87.82,99.1,66.87,65.57,62.28,51.7,60.48,53.59,50.2,54.39,67.07,53.99,52.4,57.19,51.8,59.58,70.26,52.99,38.22,60.88,46.81,43.91,54.29,79.34,69.86,49.4,63.07,60.78,65.87,69.16,74.05,82.93,79.34,74.75,74.25,74.15,80.94,106.49,86.63,90.22,81.74,78.14,79.24,91.22,98.5,94.11,95.11,NA,NA,90.02,113.57,115.97,98.3,106.69,96.61,86.93,99.1,122.46,161.58,140.22,142.02,141.52,106.99,114.57,109.18,129.14,144.41,137.72,118.86,114.77,120.16,136.23,147.5,136.53,138.72,134.13,146.21,132.34,166.77,174.05,181.44,155.59,155.79,134.13,156.39,175.05,188.12,194.81,216.47,197.41,150.5,183.63,204.99,257.19,261.08,227.35,197.21,206.79,191.92,267.27,281.24,188.42,308.78,239.62,225.75,222.85,209.78,246.71,268.76,251.3,234.73,202.5,202.79,249.5,234.43,259.18,287.92,212.28,230.74,218.56,247.01,298,284.83,278.14,197.9,202.5,221.26,246.71,266.47,295.71,275.15,239.92,206.89,214.97,247.8,272.95,285.83,274.25,214.77,218.56,247.11,235.33,275.15,275.35,280.74,218.96,201.6,196.91,259.58,275.95,273.45,249.7,202.99,190.32,191.02,218.26,246.31,241.92,246.91,179.04,162.48,188.02,235.13,325.85,344.91,335.23,294.11,205.89,191.42,223.05,255.09,247.5,260.98,225.25,191.52,191.42,233.83,254.89,237.23,205.69,174.15,167.07,183.53,187.03,212.28,203.69,179.94,143.81,120.16,143.01,170.26,192.61,193.01,166.37,144.11,125.05,130.64,150.9,190.52,190.52,179.24,126.85,124.75,145.61,156.49,168.66,168.26,157.88,113.67,103.49,138.72,142.42,192.91,160.08,145.81,140.92,122.75,121.06,143.71,184.83,156.79,126.55,117.47,108.08,107.19,111.18,129.24,130.94,86.93,85.23,80.14,88.42,91.12,109.88,112.08,90.92,86.53,86.73,99.2,90.32,139.82,127.84,114.37,97.8,119.56,133.63,64.97,121.06,119.06,134.03,76.65,69.46,82.14,81.04,85.53,74.25,70.76,78.34,61.68,77.05,71.06,75.55,77.54,66.07,72.65,68.66,80.74,76.25,93.41,99.6,91.72,84.23,88.62,101.3,65.77,39.42,96.71,111.28,103.79,107.98,104.89,85.93,94.41,121.96,104.39,79.74,74.75,84.23,86.43,117.37,98.4,84.33,74.95,78.64,66.27,77.64,98,111.98,96.71,100.7,79.94,74.95,83.83,96.81,93.11,75.45,60.28,75.25,80.44,105.09,98.4,95.31,106.79,84.33,82.53,72.85,80.84,99.3,85.33,81.64,78.94,69.76,75.65,88.52,114.87,92.81,93.91,76.95,71.66,76.85,86.73,92.81,98.4,88.62,86.73,65.57,83.43,87.72,95.61,98.5,96.41,83.43,76.95,92.81,101.5,114.77,102.99,108.28,97.41,81.44,97.11,90.12,NA,128.84,141.42,100.5,95.01,122.95,118.96,142.81,180.04,142.02,106.99,104.79,113.17,124.45,148.3,149.1,145.11,117.47,103.99,122.06,130.14,153.79,138.52,108.58,110.88,125.65,119.16,128.74,153.49,117.86,118.16,108.78,125.15,118.26,134.63,138.52,127.25,115.27,97.5,97.41,108.88,124.35,141.72,143.21,138.32,113.87,120.86,117.76,137.62,180.54,161.18,158.88,129.04,110.58,108.28,138.62,170.26,157.29,133.63,131.34,121.86,115.37,136.93,188.32,140.72,161.48,138.22,137.43,137.43,150,159.78,157.49,156.09,149.6,122.65,145.01,161.68,223.45,185.53,197.11,197.7,172.16,160.58,171.06,218.86,238.32,232.73,175.35,179.44,185.13,225.25,252,259.88,258.18,196.91,219.06,227.54,255.29,306.59,286.13,266.77,248.8,228.74,225.85,259.78,306.49,303.19,295.61,253.09,242.91,241.52,321.16,347.9,298.4,227.84,323.25,280.54,292.42,300.6,323.85,337.13,333.63,278.64,256.99,273.65,348.8,319.86,317.17,319.56,271.86,258.88,260.78,300.3,344.41,321.96,323.45,275.05,240.12,264.17,272.85,297.5,313.17,294.41,258.78,230.94,232.53,276.55,279.34,281.84,307.58,257.49,229.84,256.09,269.06,269.76,273.75,277.05,216.67,218.86,217.56,241.52,276.75,268.16,250.6,229.34,200.8,206.59,217.66,253.79,266.47,213.07,180.74,177.05,181.44,209.78,314.87,338.32,393.61,313.27,181.44,180.84,225.35,228.64,228.74,200.9,177.25,165.17,186.53,202.4,216.57,230.04,205.49,185.23,152.89,168.06,193.51,217.76,201,195.91,155.99,159.98,165.17
"2408","county","Cascade County","driving","","Montana","United States",100,113.71,110.62,115.33,139.03,127.52,89.87,114.72,123.75,119.1,122.97,155.23,153.8,102.09,115.75,113.67,123.02,123.16,138.23,157.48,91.07,112,110.48,111.63,117.23,150.23,137.41,95.94,123.79,123.11,119.32,131.36,153.59,141.8,105.2,117.21,120.25,132.28,133.73,148.62,137.69,103.49,110.99,110.62,119.01,141.16,164.42,158.32,108.63,124.36,127.43,123.11,133.61,155.77,145.31,103.42,125.48,129.93,125.97,130.66,124.96,84.34,84.48,103.47,114.6,109.05,106.28,114.7,96.55,79.04,91.8,90.9,85.61,84.58,97.07,70.16,66.17,73.86,74.8,69.97,82.54,96.51,77.99,69.85,83.59,81.53,87.37,101.59,95.62,60.45,48.22,84.65,88.8,89.66,95.64,111.28,84.95,92.85,112.63,109.21,105.04,106.14,125.5,111.51,95.41,117.65,121.57,131.93,123.77,154.66,137.74,105.91,131.46,140.86,128.01,142.85,149.72,154.62,116.53,NA,NA,142.12,163.64,185.21,171.59,146.04,169.83,163.01,172.08,197,212.05,168.38,156.24,148.03,183.38,195.78,197.63,217.58,195.85,151.8,192.41,194.66,205.74,205.49,232.65,196.06,168.87,195.5,209.21,202.67,218.68,252.13,232.04,172.08,210.97,215.19,208.77,223.32,276.65,255.27,181.43,225.11,239.24,251.27,247.54,263.27,248.36,191,214.96,232.79,236.24,246.88,234.65,183.26,182.58,245.26,231.06,247.8,241.77,273.98,263.08,214.96,239.66,264.28,236.31,247.35,257.62,254.03,202.04,224.03,242.17,234.72,237.44,255.74,231.65,196.16,232.47,236.62,244.54,257.36,269.55,260.95,205.49,234.6,238.63,250.4,251.95,273.63,246.27,208.06,246.95,256.84,243.79,259.14,287.86,259.68,198.34,225.57,220.82,229.32,229.16,253.75,233.38,182.44,204.85,215.42,227.22,235.07,250.73,230.57,170.16,200.98,204.99,223.39,232.33,272.55,243.91,187.37,167.58,195.57,210.83,228.86,248.87,247.63,181.18,218,210.78,230.29,225.88,267.63,254.01,165.8,195.12,184.41,191.28,201.66,226.91,208.23,152.39,195.52,179.35,187.29,200.42,230.47,212.63,158.51,177.57,179.32,178.06,188.37,208.79,188.37,139.92,164.25,158.16,182.4,193.01,195.29,140.11,105.79,139.9,141.58,144.14,141.94,159.31,98.87,100.47,146.34,152.41,149.11,165.26,203.63,189.12,130.52,156.35,146.65,137.15,143.41,162.89,134.15,82.75,112.07,124.54,134.69,133.03,163.74,144.96,108.49,128.6,133.26,126.54,138.7,163.67,148.97,112.75,140.9,148.78,151.52,73.58,131.67,124.17,108.44,131.43,129.23,130.12,131.9,153,136.94,105.91,130.64,140.18,136.73,136.83,151.83,139.55,99.02,138.82,133.08,140.41,138.16,167.56,162.75,122.67,159.52,146.3,160.08,115.03,66.6,129.11,116.15,138.7,146.25,148.05,151.17,115.35,139.47,101.66,130.12,139.45,133.31,133.31,172.57,148.95,108.98,134.08,132.98,137.32,139.52,156.05,150.07,117.53,134.34,130.59,128.55,128.2,150.28,144.66,107.06,120.96,132.54,123.56,141.47,163.31,158.27,114.02,132.98,140.62,129.96,137.67,146.65,107.81,89.03,118.96,113.5,121.1,120.25,150.16,141.91,112.45,113.67,121.24,125.13,135.82,149.6,150.14,106.68,126.79,135.7,142.15,148.73,170.63,161.84,119.48,134.86,149.79,163.67,186.62,226.04,220.11,142.36,138.7,145.1,170.53,186.83,NA,189.5,133.76,154.5,164.86,169.95,175.64,194.07,203.31,136.71,161.18,156.63,162.63,169.06,198.8,199.88,142.57,156.12,162.92,168.73,179.58,209.35,176.58,119.17,160.36,175.34,182.91,179.16,204.62,199.3,128.43,162.52,170.96,165.17,176.3,218.85,243.32,151.66,150.91,156.73,177.8,164.21,205.81,182.75,137.69,171.78,172.08,175.69,184.95,230.47,247.16,159.49,170.42,170.46,179.16,192.05,205.11,199.02,140.13,182.72,185.02,190.76,200.61,239.85,219.67,165.12,193.81,196.95,202.86,179.47,199.48,184.13,154.1,189.99,190.88,195.05,245.26,251.59,232.44,196.67,185.96,219.88,231.08,232.04,269.9,248.78,182.82,230.15,224.26,231.46,239.03,268.1,251.05,198.52,242.66,239.62,253.28,261.88,342.26,325.18,233.01,247.82,258.79,280.54,300.8,334.32,321.82,227.71,251.36,239.94,260.08,263.81,263.5,232.86,209.07,227.29,256.75,262.8,273.02,285.42,295.12,248.1,256.99,239.69,259.17,272.25,294.12,265.05,226.25,252.32,254.76,251.9,252.58,277.75,266.69,221.4,261.37,274.26,275.79,285.23,311.18,290.69,245.83,249.53,249.88,255.49,267.09,299.41,258.95,193.53,241.42,230.26,250.38,250.84,292.69,257.85,196.58,228.22,226.18,229.91,248.76,270.56,234.08,187.97,216.53,207.69,221.71,232.33,242.73,229,179.86,203.23,210.17,215.56,221.43,276.96,228.08,191.02,180.4,207.34,218.42,225.69,256.19,234.74,184.48,211.23,209.77,225.86,209.85,259.45,244.61,173.58,197.09,211.91,217.35,218.33,248.87,231.48,176.51,205.95,196.13,203.16
"2844","county","Flathead County","driving","","Montana","United States",100,101.76,107.36,107.57,132.49,136.16,108.84,122.47,106.57,111.99,121.3,137.77,128.4,102.73,107.9,114.65,112.47,113.6,131.59,128.5,95.25,108.64,110.64,110.2,117.65,125.95,119.72,108,117.03,112.56,118.71,130.28,166.17,155.69,143.34,143.71,129.86,120.8,129.41,146.91,150.54,121.36,120.44,122.96,121.42,125.8,142.31,134.79,112.57,123.69,122.96,122.74,126.77,133.61,128.55,111.23,126.92,126.14,125.08,116.57,121.39,110.53,88.07,101.82,99.3,98.48,96.13,97.94,78.92,70.6,79.14,77.96,78.52,81.1,84.17,66.83,56.76,67.26,70.21,67.14,72.2,76.72,66.84,52.16,75.2,84,83.52,83.2,91.74,72.34,56.4,85.97,83.94,89.5,100.49,104.85,91.19,84.82,103.27,102.48,105.51,100.45,120.27,104.08,95.77,108.41,115.93,118.71,125.07,146.34,121.53,100.01,139.62,138.25,134.56,136.25,168.14,142.49,116.93,NA,NA,144.66,165.68,177.72,171.28,142.42,161.97,169.78,169.62,173.16,208.85,197.78,176.92,167.11,183.01,204.11,210.78,237.19,213.23,166.56,192.25,208.39,216.81,231.14,260.66,249.94,212.12,244.03,262.48,260.45,281.52,326.49,297.31,276.78,304.75,300.06,319.18,321.99,348.45,354.78,301.58,350.93,379.79,361.88,386.49,439.89,442.64,378.68,415.44,422.04,425.1,449.87,486.13,416.38,454.82,492.76,478.7,483.83,489.68,533.86,507.08,469.07,484.17,489.55,486.73,500.9,546.64,524.28,459.76,502.34,483.67,502.63,518.05,556.3,518.18,503.09,521.44,511.18,502.05,511.79,516.75,515.71,490.25,506.38,492.83,506.36,539.1,550.4,505.3,481.38,507.66,505.6,503.18,492.33,526.93,523.17,453.94,477.95,463.45,458,483.37,521.69,507.2,439.4,438.85,423.56,424.32,438.18,475.62,437.12,375.02,405.37,388.59,401.79,436.47,506.45,522.14,453.18,442.92,432.94,415.27,447.49,467.05,460.62,374.53,390.92,375.89,382.32,388.4,408.45,383.46,337.43,346.04,350.01,345.72,352.72,370.86,345.21,290.44,320.84,298.45,305.54,315.39,346.31,336.2,285.5,297.55,286.09,271.26,293.22,311.82,275.44,227.87,241.36,225.99,238.34,267.57,277.43,234.07,181.41,209.85,218.36,205.15,215.81,231.91,188.01,149.51,178.96,174.31,180.92,182.62,203.58,186.55,140.47,184.05,165.47,151.15,156.6,174.87,139.44,111.24,139.31,133.92,137.85,130.56,156.43,132.28,108.21,137.94,142.19,139.12,141.73,155.73,149.61,116.72,151.05,149.73,157.44,78.28,149.58,135.34,109.88,135.89,136.95,143.12,145.33,156.39,150.12,112.68,145.7,138.15,141.53,146.88,173.32,145.27,125.14,147.95,150.84,154.46,158.82,173.62,165.06,134.56,175.17,161.57,182.52,136.07,82.95,162.2,165.48,200.22,198.73,201.7,198.39,170.57,190.86,150.49,170.6,167.63,158.06,159.44,184.14,171.92,147.82,153.63,157.69,156.76,172.11,194.13,194.76,156.35,175.96,161.02,149.06,156.63,177.92,181.65,144.16,160.29,160.81,151.42,161.85,176.98,179.29,144.85,162.09,165.53,161.44,159.66,173.01,162.48,121.87,142.42,146.85,151.42,162.3,185.8,184.89,166.81,161.65,163.24,161.18,189.03,204.84,204.64,166.47,162.93,168.23,173.68,169.87,189.22,187.89,163.2,180.73,174.38,183.92,196.92,229.49,223.5,182.74,183.26,179.55,187.62,194.98,NA,223.17,185.25,202.96,201.96,208.06,216.26,242,233.47,193.6,196.76,193.03,197.88,192.09,216.89,203.36,178.25,187.61,196.24,209.66,200.93,235,223.26,158.67,210.09,221.99,222.74,212.42,239.71,215.33,189.18,203.7,202.91,210.23,220.42,247.94,246.27,192.43,219.23,208.9,219.93,216.63,239.82,237.31,189.52,228.25,227.2,229.13,252,300.12,306.18,270.04,254.99,249.06,246.13,253.25,272.68,264.51,204.72,263.45,264.38,256.21,274.11,298.63,295.82,266.2,297.3,294.33,285.89,295.12,349.3,334.65,274.38,304.23,300.96,326.32,334.13,385.5,388.24,362.03,344.06,385.98,385.07,392.64,442.52,440,388.28,419.8,419.39,432.62,435.06,466.41,456.84,440.8,484.2,473.13,493.74,499.22,533.89,490.34,463.09,533.43,533.91,562.78,589.92,593.6,565.54,522.36,566.48,557.08,545.28,570.17,602.39,589.92,518.41,627.02,652.96,620.59,618.62,641.89,598.3,572.1,613.5,606.9,605.94,684.2,780.34,700.45,665.48,741.45,626.44,607.27,609.51,629.95,593.55,561.79,579.01,576.52,571.29,579.79,621.71,572.02,529.11,569.05,523.56,539.92,538.46,553.63,518.53,503.19,528.08,508.64,503.91,525.62,552.02,491.94,451.58,468.92,476.86,469.05,480.89,515.6,450.91,407.58,437.52,432.83,446.33,428.13,486.61,428.46,376.25,400.39,386.67,388.58,400.06,460.79,448.76,414.09,406.05,405.96,425.08,410.44,443.8,416.06,345.01,404.96,398.3,401.48,407.72,435.47,394.57,339.83,381.11,364.83,357.42,374.43,410.15,395.13,330.32,333.76,332.67,316.32
